"Species","Plot","Subplot","Treat.Code","Year","Date","flo.a","flo.b","flo.c","avg.flo","sd.flo","n.ind","avg.seed.inf","n.seed.ind","cov.g","p.viable"
"Agoseris heterophylla",59,"No Grass","W",2016,2016-04-24,3,6,10,1,0,5,38.7142857142857,38.7142857142857,NA,0.954436451
"Agoseris heterophylla",89,"No Grass","D",2016,2016-04-24,3,4,12,1.6,0.894427190999916,5,37.1578947368421,59.4526315789474,NA,0.954436451
"Agoseris heterophylla",89,"Grass","D",2016,2016-04-24,3,7,11,1.6,0.894427190999916,5,34.4,55.04,10,0.954436451
"Agoseris heterophylla",91,"Grass","D",2016,2016-04-24,3,2,4,1,0,5,NA,NA,50,0.954436451
"Agoseris heterophylla",82,"No Grass","C",2016,2016-05-08,0,0,12,2.4,1.14017542509914,5,50.5,121.2,NA,0.954436451
"Agoseris heterophylla",83,"Grass","D",2016,2016-04-24,0,10,6,1,0,5,14.6,14.6,80,0.954436451
"Agoseris heterophylla",15,"No Grass","W",2016,2016-04-24,8,4,8,1,0,5,67.2,67.2,NA,0.954436451
"Agoseris heterophylla",37,"No Grass","W",2016,2016-05-20,0,4,2,1.8,0.447213595499958,5,33.5555555555556,60.4,NA,0.954436451
"Agoseris heterophylla",95,"Grass","D",2016,2016-04-24,1,7,9,1.2,0.447213595499958,5,34.9,41.88,30,0.954436451
"Agoseris heterophylla",18,"No Grass","C",2016,2016-04-24,2,6,10,1.4,0.547722557505166,5,52.1666666666667,73.0333333333333,NA,0.954436451
"Agoseris heterophylla",83,"No Grass","D",2016,2016-04-24,2,2,15,1.6,0.547722557505166,5,57.5,92,NA,0.954436451
"Agoseris heterophylla",17,"No Grass","W",2016,2016-05-08,2,1,11,2,0.707106781186548,5,50.1111111111111,100.222222222222,NA,0.954436451
"Agoseris heterophylla",99,"No Grass","D",2016,2016-05-08,0,6,12,2.4,1.34164078649987,5,32.2857142857143,77.4857142857143,NA,0.954436451
"Agoseris heterophylla",56,"Grass","C",2016,2016-04-24,0,5,9,1,0,5,27.6,27.6,70,0.954436451
"Agoseris heterophylla",97,"Grass","D",2016,2016-04-24,0,5,9,1,0,5,15.2,15.2,60,0.954436451
